#
#
#
#

#0,0,0,0,0,0,0
#0,q,1,1,w,0,0
#0,|,q,p,1,w,0
#0,1,1,1,1,<,0
#0,1,1,1,1,s,0
#0,>,@,^,s,0,0
#0,0,0,0,0,0,0

#0,0,0,0,0
#0,q,p,w,0
#0,1,1,1,0
#0,1,1,1,0
#0,a,@,s,0
#0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,q,1,1,1,w,0,0,0
0,0,0,q,1,1,1,1,1,w,0,0
0,0,q,1,1,1,1,1,1,1,w,0
0,q,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,0
0,@,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,0
0,a,1,1,1,1,1,1,1,1,1,0
0,0,a,1,1,1,1,1,1,1,s,0
0,0,0,a,1,1,1,1,1,s,0,0
0,0,0,0,a,1,1,1,s,0,0,0
0,0,0,0,0,a,1,s,p,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
